Date,Russia_Total,Ukraine_Total,Russia_Destroyed,Ukraine_Destroyed,Russia_Damaged,Ukraine_Damaged,Russia_Abandoned,Ukraine_Abandoned,Russia_Captured,Ukraine_Captured,Russia_Tanks,Ukraine_Tanks,Russia_AFV,Ukraine_AFV,Russia_IFV,Ukraine_IFV,Russia_APC,Ukraine_APC,Russia_Artillery,Ukraine_Artillery,Russia_Aircraft,Ukraine_Aircraft,Russia_Vehicles,Ukraine_Vehicles,Russia_Antiair,Ukraine_Antiair,Russia_Engineering,Ukraine_Engineering,Russia_Logistics,Ukraine_Logistics,month
2024-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-19,69,40,61,24,0,2,3,0,5,16,6,2,9,1,22,3,0,7,1,4,0,0,12,3,0,1,1,2,3,3,2024-09
2024-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-21,73,0,63,0,1,0,7,0,2,0,8,0,4,0,26,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,2024-09
2024-09-22,17,22,17,17,0,0,0,2,0,3,6,5,1,1,6,4,0,2,1,2,0,0,1,1,0,0,0,0,0,0,2024-09
2024-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-24,57,0,49,0,1,0,5,0,2,0,12,0,5,0,19,0,1,0,1,0,0,0,9,0,3,0,1,0,1,0,2024-09
2024-09-25,5,39,14,34,0,1,0,0,1,4,0,5,0,1,0,2,0,5,1,5,1,0,2,1,0,2,0,1,0,1,2024-09
2024-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-28,72,18,68,12,1,0,3,3,0,3,16,4,14,0,23,3,3,5,1,0,0,0,8,0,1,1,2,0,2,0,2024-09
2024-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-09
2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-02,54,36,45,29,0,0,8,5,1,2,8,0,12,4,20,7,4,2,0,3,1,0,5,6,0,1,1,2,1,2,2024-10
2024-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-05,47,24,45,18,1,1,1,4,0,1,8,4,8,1,15,2,3,6,0,1,0,0,3,3,0,0,0,0,0,0,2024-10
2024-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-08,66,14,62,11,1,0,2,1,1,2,6,3,10,0,29,1,3,0,3,2,0,0,4,1,4,0,0,1,0,1,2024-10
2024-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-21,0,0,0,0,0,0,0,0,0,0,52,11,51,2,100,8,0,19,0,14,0,0,0,9,0,2,0,2,0,3,2024-10
2024-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,1,0,45,0,1,0,4,0,7,0,2024-10
2024-10-23,319,123,279,93,5,2,29,10,6,18,2,0,6,1,14,5,0,2,0,0,0,0,3,1,1,0,0,0,0,0,2024-10
2024-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-26,78,24,74,19,1,0,3,3,0,2,10,2,12,0,30,2,6,8,1,1,0,0,9,2,2,0,2,0,2,0,2024-10
2024-10-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-29,66,24,63,19,1,0,0,4,2,1,8,0,15,0,24,1,1,5,3,0,1,0,5,1,0,0,2,3,2,3,2024-10
2024-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-10
2024-11-01,65,31,67,29,0,0,0,1,0,1,14,1,5,1,22,3,9,5,2,2,2,1,3,9,1,0,2,0,2,0,2024-11
2024-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-04,60,26,54,23,1,1,3,0,2,2,9,2,5,0,26,3,0,5,1,2,0,1,13,4,1,1,1,0,1,0,2024-11
2024-11-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-10,80,48,77,39,1,2,2,4,0,3,13,3,13,1,32,7,4,14,0,4,1,0,7,3,2,0,0,1,0,1,2024-11
2024-11-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-13,68,23,61,19,0,0,6,2,1,2,9,3,8,2,31,1,6,4,2,0,0,0,4,0,1,0,1,0,1,0,2024-11
2024-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-16,58,20,55,14,0,0,2,6,1,0,11,2,9,0,22,3,6,4,2,2,0,0,4,4,1,0,0,0,0,0,2024-11
2024-11-17,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-19,58,25,54,23,0,2,3,0,1,0,8,2,4,3,20,2,10,3,1,0,0,0,5,5,1,0,2,0,2,1,2024-11
2024-11-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2024-11
2024-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-22,12,20,13,18,0,2,0,0,3,2,1,2,0,0,5,2,2,2,3,1,0,0,0,0,1,0,0,3,0,3,2024-11
2024-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-26,67,15,59,11,0,1,7,3,1,0,10,2,11,0,28,1,0,7,2,1,0,0,6,0,3,0,1,0,1,0,2024-11
2024-11-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-11-29,52,0,42,0,0,0,8,0,2,0,10,0,2,0,30,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2024-11
2024-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11
2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-02,33,54,29,38,1,1,2,7,1,8,3,0,5,0,14,8,1,17,2,2,0,0,1,7,2,0,0,2,0,3,2024-12
2024-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-08,127,0,115,0,2,0,8,0,2,0,20,0,24,0,49,0,9,0,1,0,0,0,8,0,2,0,4,0,4,0,2024-12
2024-12-09,0,58,0,41,0,0,0,5,0,12,0,11,0,0,0,6,0,10,0,3,0,0,0,9,0,1,0,0,0,0,2024-12
2024-12-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-11,31,22,29,18,0,0,3,3,0,1,4,4,5,1,14,6,1,4,0,0,0,0,3,2,0,0,3,1,3,1,2024-12
2024-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-15,45,26,44,20,0,1,4,3,0,2,14,11,10,0,25,0,2,6,1,1,0,0,1,0,0,0,1,0,5,0,2024-12
2024-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-18,52,16,55,18,2,1,0,0,1,3,10,0,7,1,24,3,3,4,4,1,1,0,7,0,1,0,4,2,4,2,2024-12
2024-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-22,55,45,47,31,0,0,4,6,4,8,10,2,5,2,24,11,3,7,2,1,1,1,1,5,0,0,0,2,0,2,2024-12
2024-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-25,41,29,36,24,1,0,2,3,2,2,6,4,1,2,18,3,1,3,0,0,1,0,4,5,0,0,0,0,0,1,2024-12
2024-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-28,7,13,7,16,0,0,0,0,1,0,1,0,0,0,6,0,3,2,0,1,0,0,2,1,0,0,0,0,0,0,2024-12
2024-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-12
2024-12-31,22,14,20,9,1,1,0,4,2,0,6,3,2,0,5,3,1,3,2,1,1,0,4,2,0,0,0,0,0,0,2024-12
2025-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-03,70,38,65,25,0,1,3,5,2,7,5,8,16,2,23,8,5,7,1,3,2,0,8,1,1,0,0,1,0,2,2025-01
2025-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-06,26,22,26,16,0,0,0,6,0,0,4,6,6,1,7,4,1,6,1,1,0,0,3,0,1,0,2,0,2,0,2025-01
2025-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-09,56,32,49,25,4,0,3,5,0,2,10,4,6,0,24,7,3,6,4,2,0,0,4,6,1,1,1,0,1,0,2025-01
2025-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-12,20,99,19,99,0,0,1,0,0,0,3,3,2,0,5,8,1,5,2,3,0,0,2,0,0,0,2,1,2,1,2025-01
2025-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-15,48,-44,28,0,16,0,3,2,1,4,8,1,2,2,10,4,4,8,14,1,0,0,4,4,2,0,2,0,2,1,2025-01
2025-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-18,72,18,61,14,1,0,9,2,1,2,10,1,9,2,34,4,4,2,2,1,0,0,3,1,2,0,4,0,4,0,2025-01
2025-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-21,23,44,12,31,10,1,0,8,3,4,0,5,0,2,5,11,1,3,10,4,0,0,6,6,1,1,1,0,1,1,2025-01
2025-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-25,41,23,40,13,0,1,1,6,0,3,6,4,7,1,18,1,1,8,1,0,0,0,1,0,0,0,1,0,1,0,2025-01
2025-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-01-30,80,64,77,45,0,0,3,14,0,5,8,13,11,4,39,15,4,14,2,5,0,0,11,3,0,0,3,1,3,2,2025-01
2025-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-01
2025-02-01,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-02,23,18,21,14,3,0,0,2,0,2,9,2,4,0,10,4,2,3,0,0,0,0,4,1,1,0,0,0,0,1,2025-02
2025-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-05,47,38,43,23,0,2,4,4,0,9,12,2,10,2,6,11,0,9,5,1,1,0,7,4,1,0,0,1,0,2,2025-02
2025-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-07,0,9,0,8,0,0,0,1,0,0,7,0,5,0,5,1,2,3,2,2,0,1,4,0,1,0,0,0,0,0,2025-02
2025-02-08,30,0,30,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-09,22,0,20,0,0,0,2,0,0,0,3,0,0,0,6,0,1,0,0,0,1,0,5,0,0,0,1,0,1,0,2025-02
2025-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-11,39,59,33,46,3,0,2,7,1,6,4,8,3,0,8,9,0,5,4,3,0,0,13,7,1,0,0,1,0,3,2025-02
2025-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-14,35,21,33,18,0,0,1,3,1,0,7,0,5,0,6,3,0,6,4,3,0,0,10,0,0,0,0,0,0,1,2025-02
2025-02-15,-7,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-17,45,22,42,15,0,0,3,4,0,3,6,3,9,1,8,2,2,3,3,2,0,2,3,1,0,0,0,1,1,1,2025-02
2025-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-20,65,34,64,24,0,1,1,3,0,6,9,6,9,1,28,3,0,5,1,5,0,0,10,6,0,0,1,0,1,0,2025-02
2025-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-22,57,0,46,0,4,0,6,0,1,0,8,0,12,0,22,0,1,0,6,0,0,0,2,0,0,0,1,0,1,0,2025-02
2025-02-23,2,23,3,17,0,1,0,4,0,1,0,2,0,0,3,1,0,6,0,2,0,0,0,2,0,0,0,0,0,0,2025-02
2025-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-26,45,27,43,24,0,1,2,1,0,1,10,5,4,2,14,3,1,3,1,0,1,0,12,3,0,1,0,0,1,0,2025-02
2025-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-02
2025-03-01,26,28,25,27,0,0,0,1,1,0,3,7,1,1,9,2,1,6,2,1,0,0,2,0,2,1,0,0,0,0,2025-03
2025-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-19,0,0,0,0,0,0,0,0,0,0,25,16,32,2,81,0,4,0,7,22,0,4,0,6,8,2,5,8,6,11,2025-03
2025-03-20,228,236,208,175,5,1,10,20,5,40,1,3,2,0,5,33,1,49,2,1,0,0,30,0,0,0,0,2,0,5,2025-03
2025-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-23,51,69,45,57,7,1,0,1,1,10,9,2,3,2,17,11,2,11,1,6,1,0,4,0,4,1,4,3,4,3,2025-03
2025-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-03
2025-03-26,44,51,40,40,1,2,1,7,2,2,8,5,7,1,8,6,2,6,3,5,0,0,10,4,0,1,1,2,1,2,2025-03
